Assembly Name	Assembly Accession	Assembly Paired Assembly Accession	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds
mRhiDar1.hap2	GCA_057428265.1		Rhinolophus darlingi					mRhiDar1	male		Chromosome	2026-05-11	JBXXPV01	822
mRhiCli1.hap2	GCA_054645025.1		Rhinolophus clivosus					mRhiCli1	male		Chromosome	2026-01-22	JBTNED01	219
mMyoSod1.hap2	GCA_057945245.1		Myotis sodalis					mMyoSod1	male		Chromosome	2026-06-04	JBXADW01	43
mEumNan1.hap2	GCA_058971805.1		Eumops nanus					mEumNan1	female		Chromosome	2026-07-06	JBZXKM01	114
mLopEvo1.hap2	GCA_051307065.1		Lophostoma evote					mLopEvo1	male		Chromosome	2025-07-14	JBOBQD01	148
mArtInt1.hap1	GCA_038363145.1		Artibeus intermedius					mArtInt1	male	GCA_038363145.1-GB_2025_08_26	Chromosome	2024-04-22	JBAWUS01	419
mMicMic1.hap1	GCA_051107205.1		Micronycteris microtis					mMicMic1	male		Chromosome	2025-06-26	JBPFCR01	189
mGarKee1.hap1	GCA_050655435.1		Gardnerycteris keenani					mGarKee1	male		Chromosome	2025-06-02	JBOKGH01	187
mDerPha1.hap1	GCA_051107565.1		Dermanura phaeotis					mDerPha1	male		Chromosome	2025-06-26	JBPCCM01	105
mEptFur1.hap1	GCA_054644455.1		Neoeptesicus furinalis					mEptFur1	female		Chromosome	2026-01-22	JBRANA01	127
mMyoTri1.hap2	GCA_054825045.1		Myotis tricolor					mMyoTri1	male		Chromosome	2026-01-29	JBTBFA01	118
mMyoPil1.hap2	GCA_057888765.1		Myotis pilosatibialis					mMyoPil1	female		Chromosome	2026-06-03	JBVAYL01	94
mEidDup1.hap1	GCA_059749095.1		Eidolon dupreanum					mEidDup1	female		Chromosome	2026-08-03	JCBABO01	80
mEptChi1.hap2	GCA_054099605.1		Neoeptesicus chiriquinus					mEptChi1	male		Chromosome	2025-12-18	JBSIDH01	112
mPteRuf1.hap1	GCA_056363885.1		Pteropus rufus					mPteRuf1	female		Chromosome	2026-03-27	JBWDIQ01	148
mMyoNes1.hap1	GCA_054855985.1		Myotis nesopolus					mMyoNes1	male		Chromosome	2026-01-30	JBTVNI01	192
mStuPar1.hap1	GCA_054855685.1		Sturnira parvidens					mStuPar1	male		Chromosome	2026-01-30	JBRFIG01	947
mPlaHel1.hap2	GCA_051107545.1		Platyrrhinus helleri					mPlaHel1	male		Chromosome	2025-06-26	JBPCCL01	265
mRhiBla1.hap1	GCA_057428245.1		Rhinolophus blasii					mRhiBla1	male		Chromosome	2026-05-11	JBXXPW01	196
mMyoEma1.hap2.2	GCA_965115945.2		Myotis emarginatus								Chromosome	2025-04-14	CBCPEK02	418
mRhiCys1.hap2	GCA_055761905.1		Rhinopoma cystops					mRhiCys1	male		Chromosome	2026-03-10	JBVQSY01	424
Pteropus_rufus_HiC	GCA_028533765.1		Pteropus rufus					Sample2081			Chromosome	2023-02-10	JAPYYI01	469091
Eidolon_dupreanum_HiC	GCA_028627145.1		Eidolon dupreanum					Sample2082			Chromosome	2023-02-16	JAQQSQ01	1191098
mRhiFer1.p	GCA_014108255.1		Rhinolophus ferrumequinum					mRhiFer1	female	Annotation submitted by Bat1K	Scaffold	2020-08-13	JACAGC01	49
RhiFer_v1_BIUU	GCA_007922735.1		Rhinolophus ferrumequinum					US033	female		Scaffold	2019-08-08	VMDN01	345321
ASM46549v1	GCA_000465495.1		Rhinolophus ferrumequinum								Scaffold	2013-09-15	AWHA01	160500
ASM5793000v1	GCA_057930005.1		Artibeus jamaicensis					AJK6	male		Contig	2026-06-04	JBTHUK01	201
ArtJam_v1_BIUU	GCA_004027435.1		Artibeus jamaicensis					US092			Scaffold	2019-01-16	PVKR01	794376
rouAeg_1.0	GCA_015472805.1		Rousettus aegyptiacus								Scaffold	2020-10-30	BNJL01	4947
RouAeg_v1_BIUU	GCA_004024865.1		Rousettus aegyptiacus					US006	female		Scaffold	2019-01-15	PVIL01	221754
mMinSch1.hap2.2	GCA_964145185.2		Miniopterus schreibersii								Scaffold	2025-04-05	CAXLBL02	168
ASM4372792v1	GCA_043727925.1		Rhinolophus affinis				China	20211001_DDa	male		Contig	2024-10-24	JARCLW01	2194
MinSch_v1_BIUU	GCA_004026525.1		Miniopterus schreibersii					US075			Scaffold	2019-01-16	PVJG01	177620
ASM189008v1	GCA_001890085.1	GCF_001890085.2	Hipposideros armiger					ML-2016	female		Scaffold	2016-12-06	JXIK01	7570
MyoMyo_v1_BIUU	GCA_004026985.1		Myotis myotis					US100			Scaffold	2019-01-16	PVIZ01	1045197
NENU_Iio_1.0	GCA_025583905.1		Ia io	Great evening bat				JTLFB-0431	female		Scaffold	2022-10-05	JAJQQW01	2008
mPipPip2.hap2.2	GCA_965204225.2		Pipistrellus pipistrellus								Scaffold	2025-04-09	CBDBGO02	298
DD_mTadBra1_alt	GCA_030848815.1		Tadarida brasiliensis					mTadBra1	male		Contig	2023-08-22	JAUMIV01	3728
mPipPip1.1 alternate haplotype	GCA_903992515.1		Pipistrellus pipistrellus								Scaffold	2020-08-04	CAJEUF01	10447
PipPip_v1_BIUU	GCA_004026625.1		Pipistrellus pipistrellus					US040	male		Scaffold	2019-01-16	PVIQ01	726104
TadBra_v1_BIUU	GCA_004025005.1		Tadarida brasiliensis					US034			Scaffold	2019-01-15	PVIG01	1067615
mMyoYum1.0.hap2	GCA_028536395.1		Myotis yumanensis					MYYU_CA2020_CCGP	male		Scaffold	2023-02-07	JAPQVU01	250
MPI-CBG_DAmar_mPhyDis1.p_v1.0	GCA_014049915.1		Phyllostomus discolor					Bat1K_MPI-CBG_1	male	Annotation submitted by Bat1K	Scaffold	2021-03-31	JABVXQ01	41
DD_ASM_mAP_20210503_alt	GCA_027595915.1		Antrozous pallidus					TK200870	male		Contig	2023-01-03	JAOAOC01	1839
mPhyDis1.alti.v3	GCA_004115245.2		Phyllostomus discolor					MPI-MPIP mPhyDis1	male		Scaffold	2020-05-11	RXPB02	10857
AntPal_v1_BIUU	GCA_007922775.1		Antrozous pallidus					US032			Scaffold	2019-08-08	VMDP01	902551
Rles_v1	GCA_977011835.1		Rousettus leschenaultii								Scaffold	2025-11-08	CDRNCI01	74
ASM4374860v1	GCA_043748605.1		Mops condylurus				Cote d'Ivoire	20210831_DDa	male		Contig	2024-10-24	JARPMP01	1670
ASM4372779v1	GCA_043727795.1		Aselliscus stoliczkanus				China	2021113_DDA	male		Scaffold	2024-10-24	JARPMI01	2226
ASM4372788v1	GCA_043727885.1		Hipposideros larvatus				China	20210929_DDb	male		Contig	2024-10-24	JARCLU01	4444
mHipLar1.alt	GCA_031878685.1		Hipposideros larvatus					mHipLar1	female		Scaffold	2023-09-25	JAVKSB01	7527
P_pselaphon_scaffold_01	GCA_014363405.1		Pteropus pselaphon								Scaffold	2020-08-23	BMBI01	7513
rouLes_1.0	GCA_015472975.1		Rousettus leschenaultii								Scaffold	2020-10-30	BNJM01	8141
CarPer_v1_BIUU	GCA_004027735.1		Carollia perspicillata					US073			Scaffold	2019-01-16	PVKM01	1925339
ASM46534v1	GCA_000465345.1		Lyroderma lyra								Scaffold	2013-09-14	AWHB01	192872
mPipPyg2.hap2.2	GCA_949987765.2		Pipistrellus pygmaeus								Scaffold	2025-04-09	CATLKD02	282
mMyoNat1.hap2.2	GCA_964212025.2		Myotis nattereri								Scaffold	2025-03-28	CAXOTF02	173
mVesMur1.hap2.2	GCA_963924695.2		Vespertilio murinus								Scaffold	2025-04-09	CAWUQV02	267
mPipNat1.hap2.2	GCA_964656075.2		Pipistrellus nathusii								Scaffold	2025-05-08	CAZZRA02	453
BBF_mMolNig1_v1	GCA_026936385.1		Molossus nigricans					mMolNig1			Scaffold	2022-12-16	JAPNNZ01	146
BBF_mRhyNas_v1	GCA_031021685.1		Rhynchonycteris naso					A021			Scaffold	2023-08-31	JAROAN01	50
mSacBil1_alt_phased_curated	GCA_036850925.1		Saccopteryx bilineata					mSacBil1	male		Contig	2024-02-23	JAWMAL01	2167
BBF_mMolAlv_v1	GCA_031001765.1		Molossus alvarezi					A012			Scaffold	2023-08-30	JAROAM01	187
ASM4388022v1	GCA_043880225.1		Doryrhina cyclops				Cote d'Ivoire	20210929_DDa	female		Contig	2024-10-25	JARCLY01	1440
mSacLep1_altContigs_phased	GCA_036851165.1		Saccopteryx leptura					mSacLep1	male		Contig	2024-02-23	JAVMPE01	4715
ASM4372805v1	GCA_043728055.1		Rhinolophus trifoliatus				Malaysia		male		Contig	2024-10-24	JARDWO01	2403
mPleAur1.1 alternate haplotype	GCA_963455325.1		Plecotus auritus								Contig	2023-09-21	CAUOHH01	5570
ASM4388045v1	GCA_043880455.1		Rhinopoma microphyllum					20210906_DDa	male		Contig	2024-10-25	JARUKO01	8359
ASM4388036v1	GCA_043880365.1		Rhinolophus yonghoiseni				Malaysia	20210929_DDd	female		Contig	2024-10-25	JARCGX01	8862
ASM4388053v1	GCA_043880535.1		Megaderma spasma				Vietnam	20211001_DDb	male		Contig	2024-10-25	JAREJO01	2678
L.cinereus_Cryan_1219_p1.0	GCA_011751095.1		Lasiurus cinereus					Cryan_1219	female		Scaffold	2020-03-25	JAAGEI01	2537
BLF_Eptnil_asm_v1.0	GCA_030846915.1		Cnephaeus nilssonii					BLF_Eptnil	female	Annotation submitted by Finnish museum of Natural history	Scaffold	2023-08-21	JAULJE01	726
ASM4374890v1	GCA_043748905.1		Rhinolophus perniger lanosus					20210929_DDc	male		Contig	2024-10-24	JARWAX01	1329
mEptNil1.1 alternate haplotype	GCA_951640545.1		Cnephaeus nilssonii								Scaffold	2023-05-18	CATOCW01	4896
mNycLei1.hap2.2	GCA_964264895.2		Nyctalus leisleri								Scaffold	2025-04-02	CAXWAD02	673
mRhiFer1_v1.h	GCA_004115295.1		Rhinolophus ferrumequinum					MPI-CBG mRhiFer1	female		Scaffold	2019-01-28	RXPD01	13424
WHU_Ajam_v2	GCA_014825515.1	GCF_014825515.1	Artibeus jamaicensis					1a	female		Scaffold	2020-09-30	VSFN01	56739
WHU_Ajam_v2	GCF_014825515.1	GCA_014825515.1	Artibeus jamaicensis					1a	female	NCBI Artibeus jamaicensis Annotation Release 100	Scaffold	2020-09-30	VSFN01	56739
Raegyp2.0	GCA_001466805.2	GCF_001466805.2	Rousettus aegyptiacus					1219	male		Scaffold	2016-03-17	LOCP02	2489
Raegyp2.0	GCF_001466805.2	GCA_001466805.2	Rousettus aegyptiacus					1219	male	NCBI Rousettus aegyptiacus Annotation Release 100	Scaffold	2016-03-17	LOCP02	2489
ASM294091v3	GCA_002940915.3	GCF_002940915.2	Desmodus rotundus					DRU21DN04	male		Scaffold	2018-02-23	PEHR01	29117
ASM294091v3	GCF_002940915.2	GCA_002940915.3	Desmodus rotundus					DRU21DN04	male	NCBI Desmodus rotundus Annotation Release 101	Scaffold	2018-02-23	PEHR01	29117
ASM188883v1	GCA_001888835.1	GCF_001888835.1	Rhinolophus sinicus					Zhonghua_01	male		Scaffold	2016-12-04	LVEH01	63439
ASM188883v1	GCF_001888835.1	GCA_001888835.1	Rhinolophus sinicus					Zhonghua_01	male	NCBI Rhinolophus sinicus Annotation Release 100	Scaffold	2016-12-04	LVEH01	63439
EptFus1.0	GCA_000308155.1	GCF_000308155.1	Eptesicus fuscus					BU_THK_EF1	female		Scaffold	2012-11-08	ALEH01	6789
EptFus1.0	GCF_000308155.1	GCA_000308155.1	Eptesicus fuscus					BU_THK_EF1	female	NCBI Eptesicus fuscus Annotation Release 101	Scaffold	2012-11-08	ALEH01	6789
ASM46540v1	GCA_000465405.1		Pteronotus parnellii								Scaffold	2013-09-13	AWGZ01	177401
HipGal_v1_BIUU	GCA_004027415.1		Hipposideros galeritus					US101			Scaffold	2019-01-16	PVLB01	840200
