qseqid	sseqid	sstart	send	sstrand	pident	qcovs	source_file	adjusted_start	adjusted_end
NC_027117.1_pol_8	gb|CM117841.1|	58014045	58016419	plus	81.78	98	GCA_051107545.1_derv_pol	58013545	58016919
NC_027117.1_pol_8	gb|CM117841.1|	66370238	66371939	plus	83.294	98	GCA_051107545.1_derv_pol	66369738	66372439
NC_027117.1_pol_8	gb|CM117841.1|	126729306	126726935	minus	81.96	98	GCA_051107545.1_derv_pol	126726435	126729806
NC_027117.1_pol_8	gb|CM117841.1|	137806814	137809183	plus	81.94	98	GCA_051107545.1_derv_pol	137806314	137809683
NC_027117.1_pol_8	gb|CM117841.1|	151952909	151955259	plus	80.405	98	GCA_051107545.1_derv_pol	151952409	151955759
NC_027117.1_pol_8	gb|CM117841.1|	158065840	158068211	plus	81.883	98	GCA_051107545.1_derv_pol	158065340	158068711
NC_027117.1_pol_8	gb|CM117841.1|	160836550	160834177	minus	81.436	98	GCA_051107545.1_derv_pol	160833677	160837050
NC_027117.1_pol_8	gb|CM117841.1|	162291032	162293402	plus	82.002	98	GCA_051107545.1_derv_pol	162290532	162293902
NC_027117.1_pol_8	gb|CM117841.1|	162638053	162636346	minus	82.896	98	GCA_051107545.1_derv_pol	162635846	162638553
NC_027117.1_pol_8	gb|CM117843.1|	100758156	100759526	plus	81.336	98	GCA_051107545.1_derv_pol	100757656	100760026
NC_027117.1_pol_8	gb|CM117843.1|	104185335	104182962	minus	82.254	98	GCA_051107545.1_derv_pol	104182462	104185835
NC_027117.1_pol_8	gb|CM117844.1|	31986736	31984363	minus	82.128	98	GCA_051107545.1_derv_pol	31983863	31987236
NC_027117.1_pol_8	gb|CM117844.1|	47067474	47066131	minus	83.37	98	GCA_051107545.1_derv_pol	47065631	47067974
NC_027117.1_pol_8	gb|CM117844.1|	71170912	71173284	plus	82.212	98	GCA_051107545.1_derv_pol	71170412	71173784
NC_027117.1_pol_8	gb|CM117844.1|	77922774	77920401	minus	81.94	98	GCA_051107545.1_derv_pol	77919901	77923274
NC_027117.1_pol_8	gb|CM117844.1|	143521617	143523322	plus	82.817	98	GCA_051107545.1_derv_pol	143521117	143523822
NC_027117.1_pol_8	gb|CM117845.1|	15528480	15530853	plus	82.044	98	GCA_051107545.1_derv_pol	15527980	15531353
NC_027117.1_pol_8	gb|CM117845.1|	60113414	60111041	minus	81.612	98	GCA_051107545.1_derv_pol	60110541	60113914
NC_027117.1_pol_8	gb|CM117845.1|	66523192	66520818	minus	81.757	98	GCA_051107545.1_derv_pol	66520318	66523692
NC_027117.1_pol_8	gb|CM117846.1|	78625664	78623288	minus	81.94	98	GCA_051107545.1_derv_pol	78622788	78626164
NC_027117.1_pol_8	gb|CM117847.1|	53765143	53762790	minus	81.372	98	GCA_051107545.1_derv_pol	53762290	53765643
NC_027117.1_pol_8	gb|CM117847.1|	62801387	62799019	minus	81.589	98	GCA_051107545.1_derv_pol	62798519	62801887
NC_027117.1_pol_8	gb|CM117848.1|	29511500	29509136	minus	82.236	98	GCA_051107545.1_derv_pol	29508636	29512000
NC_027117.1_pol_8	gb|CM117848.1|	71081356	71078982	minus	81.841	98	GCA_051107545.1_derv_pol	71078482	71081856
NC_027117.1_pol_8	gb|CM117849.1|	46614129	46616503	plus	81.318	98	GCA_051107545.1_derv_pol	46613629	46617003
NC_027117.1_pol_8	gb|CM117850.1|	27701829	27704197	plus	81.436	98	GCA_051107545.1_derv_pol	27701329	27704697
NC_001514.1_pol_6	gb|CM117852.1|	81671414	81673744	plus	77.288	97	GCA_051107565.1_smrv_pol	81670914	81674244
NC_001514.1_pol_6	gb|CM117852.1|	105843088	105840758	minus	77.597	97	GCA_051107565.1_smrv_pol	105840258	105843588
NC_001514.1_pol_6	gb|CM117854.1|	53655009	53652680	minus	77.417	97	GCA_051107565.1_smrv_pol	53652180	53655509
NC_001514.1_pol_6	gb|CM117855.1|	127302290	127299960	minus	77.084	97	GCA_051107565.1_smrv_pol	127299460	127302790
NC_001514.1_pol_6	gb|CM117855.1|	159319507	159317175	minus	77.114	97	GCA_051107565.1_smrv_pol	159316675	159320007
NC_001514.1_pol_6	gb|CM117856.1|	49483181	49485511	plus	77.417	97	GCA_051107565.1_smrv_pol	49482681	49486011
NC_001514.1_pol_6	gb|CM117858.1|	17054726	17052396	minus	77.383	97	GCA_051107565.1_smrv_pol	17051896	17055226
NC_001514.1_pol_6	gb|CM117860.1|	44184771	44182441	minus	77.417	97	GCA_051107565.1_smrv_pol	44181941	44185271
NC_001514.1_pol_6	gb|CM117860.1|	107626464	107624134	minus	77.203	97	GCA_051107565.1_smrv_pol	107623634	107626964
NC_001514.1_pol_6	gb|CM117868.1|	215386418	215388748	plus	77.417	97	GCA_051107595.1_smrv_pol	215385918	215389248
NC_001514.1_pol_6	gb|CM117869.1|	102258726	102261056	plus	77.203	97	GCA_051107595.1_smrv_pol	102258226	102261556
NC_001514.1_pol_6	gb|CM117869.1|	103935866	103933536	minus	77.555	97	GCA_051107595.1_smrv_pol	103933036	103936366
NC_001514.1_pol_6	gb|CM117870.1|	186764030	186761700	minus	77.117	97	GCA_051107595.1_smrv_pol	186761200	186764530
NC_001514.1_pol_6	gb|CM117871.1|	73815093	73812763	minus	77.117	97	GCA_051107595.1_smrv_pol	73812263	73815593
NC_001514.1_pol_6	gb|CM117872.1|	158047183	158044849	minus	77.156	97	GCA_051107595.1_smrv_pol	158044349	158047683
NC_001514.1_pol_6	gb|CM117875.1|	15386866	15384536	minus	77.383	97	GCA_051107595.1_smrv_pol	15384036	15387366
NC_027117.1_pol_8	gb|CM117877.1|	35902894	35905250	plus	80.288	97	GCA_051107595.1_derv_pol	35902394	35905750
NC_027117.1_pol_8	gb|CM119436.1|	250766042	250764632	minus	87.323	100	GCA_051307085.1_derv_pol	250764132	250766542
NC_027117.1_pol_8	gb|CM119436.1|	272165222	272162811	minus	89.073	100	GCA_051307085.1_derv_pol	272162311	272165722
NC_027117.1_pol_8	gb|CM119436.1|	300550021	300552398	plus	80.889	100	GCA_051307085.1_derv_pol	300549521	300552898
NC_027117.1_pol_8	gb|CM119436.1|	545501168	545503584	plus	89.261	100	GCA_051307085.1_derv_pol	545500668	545504084
NC_027117.1_pol_8	gb|CM119437.1|	3417765	3419175	plus	87.181	99	GCA_051307085.1_derv_pol	3417265	3419675
NC_027117.1_pol_8	gb|CM119437.1|	142864147	142861745	minus	88.995	99	GCA_051307085.1_derv_pol	142861245	142864647
NC_027117.1_pol_8	gb|CM119438.1|	5746116	5748540	plus	89.242	100	GCA_051307085.1_derv_pol	5745616	5749040
NC_027117.1_pol_8	gb|CM119438.1|	5799066	5801483	plus	88.871	100	GCA_051307085.1_derv_pol	5798566	5801983
NC_027117.1_pol_8	gb|CM119438.1|	137951270	137952680	plus	87.181	100	GCA_051307085.1_derv_pol	137950770	137953180
NC_027117.1_pol_8	gb|CM119438.1|	146119346	146116999	minus	83.794	100	GCA_051307085.1_derv_pol	146116499	146119846
NC_027117.1_pol_8	gb|CM119439.1|	84385012	84386850	plus	84.528	95	GCA_051307085.1_derv_pol	84384512	84387350
NC_027117.1_pol_8	gb|CM119439.1|	123297538	123296128	minus	87.323	95	GCA_051307085.1_derv_pol	123295628	123298038
NC_027117.1_pol_8	gb|CM119439.1|	125958731	125960980	plus	89.16	95	GCA_051307085.1_derv_pol	125958231	125961480
NC_027117.1_pol_8	gb|CM119440.1|	104886024	104883633	minus	88.369	99	GCA_051307085.1_derv_pol	104883133	104886524
NC_027117.1_pol_8	gb|CM119440.1|	135178454	135176040	minus	89.28	99	GCA_051307085.1_derv_pol	135175540	135178954
NC_027117.1_pol_8	gb|CM119441.1|	34453190	34455538	plus	83.517	97	GCA_051307085.1_derv_pol	34452690	34456038
NC_027117.1_pol_8	gb|CM119442.1|	41097895	41096486	minus	87.332	58	GCA_051307085.1_derv_pol	41095986	41098395
NC_027117.1_pol_8	gb|CM119443.1|	44802827	44805245	plus	89.008	100	GCA_051307085.1_derv_pol	44802327	44805745
NC_027117.1_pol_8	gb|CM119444.1|	22508913	22510779	plus	84.439	97	GCA_051307085.1_derv_pol	22508413	22511279
NC_027117.1_pol_8	gb|CM119444.1|	59936002	59933655	minus	83.915	97	GCA_051307085.1_derv_pol	59933155	59936502
NC_027117.1_pol_8	gb|CM119445.1|	56752390	56753817	plus	87.054	100	GCA_051307085.1_derv_pol	56751890	56754317
NC_027117.1_pol_8	gb|CM119445.1|	246105405	246102991	minus	89.321	100	GCA_051307085.1_derv_pol	246102491	246105905
NC_027117.1_pol_8	gb|CM119445.1|	266314289	266315716	plus	87.404	100	GCA_051307085.1_derv_pol	266313789	266316216
NC_027117.1_pol_8	gb|CM119445.1|	273518623	273520034	plus	87.049	100	GCA_051307085.1_derv_pol	273518123	273520534
NC_027117.1_pol_8	gb|CM119445.1|	279523274	279521864	minus	87.394	100	GCA_051307085.1_derv_pol	279521364	279523774
NC_027117.1_pol_8	gb|CM119445.1|	279559094	279557684	minus	87.394	100	GCA_051307085.1_derv_pol	279557184	279559594
NC_027117.1_pol_8	gb|CM119445.1|	284373655	284371282	minus	81.436	100	GCA_051307085.1_derv_pol	284370782	284374155
NC_027117.1_pol_8	gb|CM119445.1|	297105469	297107885	plus	89.004	100	GCA_051307085.1_derv_pol	297104969	297108385
NC_027117.1_pol_8	gb|CM119445.1|	300062737	300061327	minus	86.898	100	GCA_051307085.1_derv_pol	300060827	300063237
NC_027117.1_pol_8	gb|CM119447.1|	19560257	19557843	minus	92.18	99	GCA_051307075.1_derv_pol	19557343	19560757
NC_027117.1_pol_8	gb|CM119447.1|	68489197	68486783	minus	92.098	99	GCA_051307075.1_derv_pol	68486283	68489697
NC_027117.1_pol_8	gb|CM119448.1|	74007723	74005310	minus	92.18	99	GCA_051307075.1_derv_pol	74004810	74008223
NC_027117.1_pol_8	gb|CM119448.1|	114068217	114070642	plus	79.688	99	GCA_051307075.1_derv_pol	114067717	114071142
NC_001514.1_pol_6	gb|CM119448.1|	114068244	114070578	plus	75.329	97	GCA_051307075.1_smrv_pol	114067744	114071078
NC_027117.1_pol_8	gb|CM119448.1|	197736312	197733898	minus	92.094	99	GCA_051307075.1_derv_pol	197733398	197736812
NC_027117.1_pol_8	gb|CM119450.1|	137489575	137487161	minus	92.222	99	GCA_051307075.1_derv_pol	137486661	137490075
NC_027117.1_pol_8	gb|CM119451.1|	32570867	32568453	minus	92.015	100	GCA_051307075.1_derv_pol	32567953	32571367
NC_027117.1_pol_8	gb|CM119451.1|	81705446	81703032	minus	92.139	100	GCA_051307075.1_derv_pol	81702532	81705946
NC_027117.1_pol_8	gb|CM119451.1|	120137569	120139986	plus	91.901	100	GCA_051307075.1_derv_pol	120137069	120140486
NC_027117.1_pol_8	gb|CM119452.1|	74870516	74872933	plus	92.146	100	GCA_051307075.1_derv_pol	74870016	74873433
NC_027117.1_pol_8	gb|CM119453.1|	49577017	49579434	plus	92.228	100	GCA_051307075.1_derv_pol	49576517	49579934
NC_027117.1_pol_8	gb|CM119454.1|	47606374	47603960	minus	92.219	99	GCA_051307075.1_derv_pol	47603460	47606874
NC_027117.1_pol_8	gb|CM119455.1|	34998033	35000450	plus	92.063	100	GCA_051307075.1_derv_pol	34997533	35000950
NC_027117.1_pol_8	gb|CM119456.1|	34225036	34222622	minus	92.136	99	GCA_051307075.1_derv_pol	34222122	34225536
NC_027117.1_pol_8	gb|CM119456.1|	54126960	54124546	minus	92.384	99	GCA_051307075.1_derv_pol	54124046	54127460
NC_027117.1_pol_8	gb|CM119457.1|	35707767	35710186	plus	80.51	99	GCA_051307075.1_derv_pol	35707267	35710686
NC_027117.1_pol_8	gb|CM119458.1|	37915877	37918284	plus	80.148	99	GCA_051307075.1_derv_pol	37915377	37918784
NC_027117.1_pol_8	gb|CM119462.1|	86836434	86838850	plus	95.451	100	GCA_051307075.1_derv_pol	86835934	86839350
NC_027117.1_pol_8	gb|CM119465.1|	18500637	18498223	minus	92.139	99	GCA_051307065.1_derv_pol	18497723	18501137
NC_027117.1_pol_8	gb|CM119465.1|	67514366	67511952	minus	92.098	99	GCA_051307065.1_derv_pol	67511452	67514866
NC_027117.1_pol_8	gb|CM119465.1|	186189813	186187399	minus	92.219	99	GCA_051307065.1_derv_pol	186186899	186190313
NC_027117.1_pol_8	gb|CM119466.1|	74030329	74027916	minus	92.094	99	GCA_051307065.1_derv_pol	74027416	74030829
NC_027117.1_pol_8	gb|CM119466.1|	113786726	113789149	plus	79.754	99	GCA_051307065.1_derv_pol	113786226	113789649
NC_001514.1_pol_6	gb|CM119466.1|	113786753	113789085	plus	75.351	97	GCA_051307065.1_smrv_pol	113786253	113789585
NC_027117.1_pol_8	gb|CM119466.1|	132420439	132418025	minus	91.808	99	GCA_051307065.1_derv_pol	132417525	132420939
NC_027117.1_pol_8	gb|CM119466.1|	195961131	195958717	minus	92.136	99	GCA_051307065.1_derv_pol	195958217	195961631
NC_027117.1_pol_8	gb|CM119468.1|	135011663	135009249	minus	92.222	99	GCA_051307065.1_derv_pol	135008749	135012163
NC_027117.1_pol_8	gb|CM119469.1|	30995529	30993115	minus	92.015	99	GCA_051307065.1_derv_pol	30992615	30996029
NC_027117.1_pol_8	gb|CM119469.1|	79969672	79967258	minus	92.139	99	GCA_051307065.1_derv_pol	79966758	79970172
NC_027117.1_pol_8	gb|CM119471.1|	49567872	49570289	plus	92.228	100	GCA_051307065.1_derv_pol	49567372	49570789
NC_027117.1_pol_8	gb|CM119471.1|	49574786	49577203	plus	92.228	100	GCA_051307065.1_derv_pol	49574286	49577703
NC_027117.1_pol_8	gb|CM119472.1|	47586383	47583969	minus	92.343	99	GCA_051307065.1_derv_pol	47583469	47586883
NC_027117.1_pol_8	gb|CM119473.1|	34786057	34788474	plus	92.104	100	GCA_051307065.1_derv_pol	34785557	34788974
NC_027117.1_pol_8	gb|CM119474.1|	34260507	34258093	minus	92.136	99	GCA_051307065.1_derv_pol	34257593	34261007
NC_027117.1_pol_8	gb|CM119474.1|	55031024	55028610	minus	92.384	99	GCA_051307065.1_derv_pol	55028110	55031524
NC_027117.1_pol_8	gb|CM119475.1|	35112825	35115244	plus	80.469	99	GCA_051307065.1_derv_pol	35112325	35115744
NC_027117.1_pol_8	gb|CM119476.1|	33535807	33538214	plus	80.148	99	GCA_051307065.1_derv_pol	33535307	33538714
NC_027117.1_pol_8	gb|CM119477.1|	46678298	46680715	plus	91.983	100	GCA_051307065.1_derv_pol	46677798	46681215
NC_027117.1_pol_8	gb|CM119481.1|	263247268	263244921	minus	83.411	99	GCA_051307135.1_derv_pol	263244421	263247768
NC_027117.1_pol_8	gb|CM119481.1|	273290940	273288529	minus	89.16	99	GCA_051307135.1_derv_pol	273288029	273291440
NC_027117.1_pol_8	gb|CM119481.1|	301277766	301280144	plus	80.938	99	GCA_051307135.1_derv_pol	301277266	301280644
NC_027117.1_pol_8	gb|CM119481.1|	368703902	368701555	minus	83.454	99	GCA_051307135.1_derv_pol	368701055	368704402
NC_027117.1_pol_8	gb|CM119482.1|	142897838	142895434	minus	89.077	99	GCA_051307135.1_derv_pol	142894934	142898338
NC_027117.1_pol_8	gb|CM119482.1|	279813042	279815417	plus	81.066	99	GCA_051307135.1_derv_pol	279812542	279815917
NC_027117.1_pol_8	gb|CM119483.1|	5718284	5720709	plus	88.958	100	GCA_051307135.1_derv_pol	5717784	5721209
NC_027117.1_pol_8	gb|CM119483.1|	5771245	5773659	plus	89.219	100	GCA_051307135.1_derv_pol	5770745	5774159
NC_027117.1_pol_8	gb|CM119483.1|	33782855	33780508	minus	83.624	100	GCA_051307135.1_derv_pol	33780008	33783355
NC_001514.1_pol_6	gb|CM119483.1|	33782819	33780516	minus	74.409	96	GCA_051307135.1_smrv_pol	33780016	33783319
NC_027117.1_pol_8	gb|CM119483.1|	70629039	70631389	plus	83.772	100	GCA_051307135.1_derv_pol	70628539	70631889
NC_027117.1_pol_8	gb|CM119483.1|	173862704	173864114	plus	87.11	100	GCA_051307135.1_derv_pol	173862204	173864614
NC_027117.1_pol_8	gb|CM119484.1|	38325240	38327590	plus	83.759	100	GCA_051307135.1_derv_pol	38324740	38328090
NC_027117.1_pol_8	gb|CM119484.1|	128785576	128787825	plus	89.16	100	GCA_051307135.1_derv_pol	128785076	128788325
NC_027117.1_pol_8	gb|CM119484.1|	163024039	163026389	plus	83.305	100	GCA_051307135.1_derv_pol	163023539	163026889
NC_027117.1_pol_8	gb|CM119484.1|	167129579	167127165	minus	88.949	100	GCA_051307135.1_derv_pol	167126665	167130079
NC_027117.1_pol_8	gb|CM119485.1|	128942517	128940103	minus	89.363	99	GCA_051307135.1_derv_pol	128939603	128943017
NC_027117.1_pol_8	gb|CM119488.1|	42161061	42163483	plus	88.536	100	GCA_051307135.1_derv_pol	42160561	42163983
NC_027117.1_pol_8	gb|CM119490.1|	97222776	97220429	minus	83.581	100	GCA_051307135.1_derv_pol	97219929	97223276
NC_027117.1_pol_8	gb|CM119490.1|	245538731	245536317	minus	89.363	100	GCA_051307135.1_derv_pol	245535817	245539231
NC_027117.1_pol_8	gb|CM119490.1|	266019179	266020606	plus	87.474	100	GCA_051307135.1_derv_pol	266018679	266021106
NC_027117.1_pol_8	gb|CM119490.1|	273140112	273141523	plus	87.049	100	GCA_051307135.1_derv_pol	273139612	273142023
NC_027117.1_pol_8	gb|CM119490.1|	278902543	278901133	minus	87.394	100	GCA_051307135.1_derv_pol	278900633	278903043
NC_027117.1_pol_8	gb|CM119490.1|	282482846	282480473	minus	81.436	100	GCA_051307135.1_derv_pol	282479973	282483346
NC_027117.1_pol_8	gb|CM119490.1|	295225833	295228249	plus	89.004	100	GCA_051307135.1_derv_pol	295225333	295228749
NC_027117.1_pol_8	gb|CM119490.1|	298220584	298219174	minus	87.04	100	GCA_051307135.1_derv_pol	298218674	298221084
NC_027117.1_pol_8	gb|CM141826.1|	26541280	26543633	plus	82.345	98	GCA_054855685.1_derv_pol	26540780	26544133
NC_001514.1_pol_6	gb|CM141826.1|	26541307	26543610	plus	75.614	97	GCA_054855685.1_smrv_pol	26540807	26544110
NC_027117.1_pol_8	gb|CM141826.1|	45278841	45281201	plus	82.398	98	GCA_054855685.1_derv_pol	45278341	45281701
NC_001514.1_pol_6	gb|CM141826.1|	45278868	45281171	plus	75.506	97	GCA_054855685.1_smrv_pol	45278368	45281671
NC_027117.1_pol_8	gb|CM141826.1|	67455169	67456995	plus	81.526	98	GCA_054855685.1_derv_pol	67454669	67457495
NC_001514.1_pol_6	gb|CM141826.1|	67455169	67456965	plus	75.221	97	GCA_054855685.1_smrv_pol	67454669	67457465
NC_027117.1_pol_8	gb|CM141826.1|	71663504	71661144	minus	82.735	98	GCA_054855685.1_derv_pol	71660644	71664004
NC_001514.1_pol_6	gb|CM141826.1|	71663477	71661147	minus	75.702	97	GCA_054855685.1_smrv_pol	71660647	71663977
NC_027117.1_pol_8	gb|CM141826.1|	72037222	72034862	minus	82.566	98	GCA_054855685.1_derv_pol	72034362	72037722
NC_001514.1_pol_6	gb|CM141826.1|	72037195	72034865	minus	75.617	97	GCA_054855685.1_smrv_pol	72034365	72037695
NC_027117.1_pol_8	gb|CM141826.1|	87938183	87940543	plus	82.566	98	GCA_054855685.1_derv_pol	87937683	87941043
NC_001514.1_pol_6	gb|CM141826.1|	87938210	87940513	plus	75.635	97	GCA_054855685.1_smrv_pol	87937710	87941013
NC_027117.1_pol_8	gb|CM141826.1|	108007381	108009740	plus	82.313	98	GCA_054855685.1_derv_pol	108006881	108010240
NC_001514.1_pol_6	gb|CM141826.1|	108007408	108009710	plus	75.635	97	GCA_054855685.1_smrv_pol	108006908	108010210
NC_027117.1_pol_8	gb|CM141826.1|	123011298	123013658	plus	82.229	98	GCA_054855685.1_derv_pol	123010798	123014158
NC_001514.1_pol_6	gb|CM141826.1|	123011325	123013628	plus	75.42	97	GCA_054855685.1_smrv_pol	123010825	123014128
NC_027117.1_pol_8	gb|CM141827.1|	47365616	47363259	minus	81.334	98	GCA_054855685.1_derv_pol	47362759	47366116
NC_027117.1_pol_8	gb|CM141827.1|	55377856	55375496	minus	82.566	98	GCA_054855685.1_derv_pol	55374996	55378356
NC_001514.1_pol_6	gb|CM141827.1|	55377829	55375499	minus	75.532	97	GCA_054855685.1_smrv_pol	55374999	55378329
NC_027117.1_pol_8	gb|CM141827.1|	108484347	108486707	plus	82.566	98	GCA_054855685.1_derv_pol	108483847	108487207
NC_001514.1_pol_6	gb|CM141827.1|	108484374	108486677	plus	75.678	97	GCA_054855685.1_smrv_pol	108483874	108487177
NC_027117.1_pol_8	gb|CM141827.1|	148204859	148207219	plus	82.693	98	GCA_054855685.1_derv_pol	148204359	148207719
NC_001514.1_pol_6	gb|CM141827.1|	148204886	148207189	plus	75.721	97	GCA_054855685.1_smrv_pol	148204386	148207689
NC_027117.1_pol_8	gb|CM141827.1|	149920829	149918469	minus	82.566	98	GCA_054855685.1_derv_pol	149917969	149921329
NC_001514.1_pol_6	gb|CM141827.1|	149920802	149918472	minus	75.532	97	GCA_054855685.1_smrv_pol	149917972	149921302
NC_027117.1_pol_8	gb|CM141827.1|	184173569	184175929	plus	82.566	98	GCA_054855685.1_derv_pol	184173069	184176429
NC_001514.1_pol_6	gb|CM141827.1|	184173596	184175899	plus	75.678	97	GCA_054855685.1_smrv_pol	184173096	184176399
NC_027117.1_pol_8	gb|CM141828.1|	27987564	27989924	plus	82.581	98	GCA_054855685.1_derv_pol	27987064	27990424
NC_001514.1_pol_6	gb|CM141828.1|	27987591	27989894	plus	75.635	97	GCA_054855685.1_smrv_pol	27987091	27990394
NC_027117.1_pol_8	gb|CM141828.1|	39827454	39825082	minus	82.066	98	GCA_054855685.1_derv_pol	39824582	39827954
NC_001514.1_pol_6	gb|CM141828.1|	39827427	39825112	minus	75.332	97	GCA_054855685.1_smrv_pol	39824612	39827927
NC_027117.1_pol_8	gb|CM141828.1|	119954995	119952635	minus	82.609	98	GCA_054855685.1_derv_pol	119952135	119955495
NC_001514.1_pol_6	gb|CM141828.1|	119954968	119952638	minus	75.617	97	GCA_054855685.1_smrv_pol	119952138	119955468
NC_027117.1_pol_8	gb|CM141828.1|	121837468	121835108	minus	82.313	98	GCA_054855685.1_derv_pol	121834608	121837968
NC_001514.1_pol_6	gb|CM141828.1|	121837441	121835111	minus	75.277	97	GCA_054855685.1_smrv_pol	121834611	121837941
NC_027117.1_pol_8	gb|CM141828.1|	133867709	133865343	minus	82.316	98	GCA_054855685.1_derv_pol	133864843	133868209
NC_001514.1_pol_6	gb|CM141828.1|	133867682	133865352	minus	75.447	97	GCA_054855685.1_smrv_pol	133864852	133868182
NC_027117.1_pol_8	gb|CM141829.1|	7661180	7663540	plus	82.482	98	GCA_054855685.1_derv_pol	7660680	7664040
NC_001514.1_pol_6	gb|CM141829.1|	7661207	7663510	plus	75.592	97	GCA_054855685.1_smrv_pol	7660707	7664010
NC_027117.1_pol_8	gb|CM141829.1|	79268898	79271258	plus	82.125	98	GCA_054855685.1_derv_pol	79268398	79271758
NC_001514.1_pol_6	gb|CM141829.1|	79268925	79271228	plus	75.344	97	GCA_054855685.1_smrv_pol	79268425	79271728
NC_027117.1_pol_8	gb|CM141829.1|	106926144	106923784	minus	82.693	98	GCA_054855685.1_derv_pol	106923284	106926644
NC_001514.1_pol_6	gb|CM141829.1|	106926117	106923787	minus	75.447	97	GCA_054855685.1_smrv_pol	106923287	106926617
NC_027117.1_pol_8	gb|CM141829.1|	136640682	136638318	minus	81.435	98	GCA_054855685.1_derv_pol	136637818	136641182
NC_027117.1_pol_8	gb|CM141829.1|	159887784	159890144	plus	82.566	98	GCA_054855685.1_derv_pol	159887284	159890644
NC_001514.1_pol_6	gb|CM141829.1|	159887811	159890114	plus	75.549	97	GCA_054855685.1_smrv_pol	159887311	159890614
NC_027117.1_pol_8	gb|CM141830.1|	19868775	19871135	plus	82.524	98	GCA_054855685.1_derv_pol	19868275	19871635
NC_001514.1_pol_6	gb|CM141830.1|	19868802	19871105	plus	75.635	97	GCA_054855685.1_smrv_pol	19868302	19871605
NC_027117.1_pol_8	gb|CM141830.1|	59580010	59577650	minus	82.482	98	GCA_054855685.1_derv_pol	59577150	59580510
NC_001514.1_pol_6	gb|CM141830.1|	59579983	59577653	minus	75.681	97	GCA_054855685.1_smrv_pol	59577153	59580483
NC_027117.1_pol_8	gb|CM141830.1|	59751413	59749036	minus	82.013	98	GCA_054855685.1_derv_pol	59748536	59751913
NC_001514.1_pol_6	gb|CM141830.1|	59751386	59749073	minus	75.429	97	GCA_054855685.1_smrv_pol	59748573	59751886
NC_027117.1_pol_8	gb|CM141830.1|	91347623	91345263	minus	82.482	98	GCA_054855685.1_derv_pol	91344763	91348123
NC_001514.1_pol_6	gb|CM141830.1|	91347596	91345266	minus	75.617	97	GCA_054855685.1_smrv_pol	91344766	91348096
NC_027117.1_pol_8	gb|CM141830.1|	102072789	102075148	plus	82.44	98	GCA_054855685.1_derv_pol	102072289	102075648
NC_001514.1_pol_6	gb|CM141830.1|	102072816	102075118	plus	75.463	97	GCA_054855685.1_smrv_pol	102072316	102075618
NC_027117.1_pol_8	gb|CM141830.1|	161487166	161484805	minus	80.912	98	GCA_054855685.1_derv_pol	161484305	161487666
NC_027117.1_pol_8	gb|CM141831.1|	15705073	15702713	minus	82.693	98	GCA_054855685.1_derv_pol	15702213	15705573
NC_001514.1_pol_6	gb|CM141831.1|	15705046	15702716	minus	75.532	97	GCA_054855685.1_smrv_pol	15702216	15705546
NC_027117.1_pol_8	gb|CM141832.1|	90228980	90231340	plus	82.524	98	GCA_054855685.1_derv_pol	90228480	90231840
NC_001514.1_pol_6	gb|CM141832.1|	90229007	90231310	plus	75.592	96	GCA_054855685.1_smrv_pol	90228507	90231810
NC_027117.1_pol_8	gb|CM141832.1|	90295766	90298126	plus	82.44	98	GCA_054855685.1_derv_pol	90295266	90298626
NC_001514.1_pol_6	gb|CM141832.1|	90295793	90298096	plus	75.678	96	GCA_054855685.1_smrv_pol	90295293	90298596
NC_027117.1_pol_8	gb|CM141833.1|	82006657	82004297	minus	82.566	98	GCA_054855685.1_derv_pol	82003797	82007157
NC_001514.1_pol_6	gb|CM141833.1|	82006630	82004300	minus	75.574	97	GCA_054855685.1_smrv_pol	82003800	82007130
NC_027117.1_pol_8	gb|CM141835.1|	48379425	48381785	plus	82.44	98	GCA_054855685.1_derv_pol	48378925	48382285
NC_001514.1_pol_6	gb|CM141835.1|	48379452	48381755	plus	75.592	96	GCA_054855685.1_smrv_pol	48378952	48382255
NC_027117.1_pol_8	gb|CM141837.1|	31212151	31214510	plus	82.44	98	GCA_054855685.1_derv_pol	31211651	31215010
NC_001514.1_pol_6	gb|CM141837.1|	31212178	31214480	plus	75.506	96	GCA_054855685.1_smrv_pol	31211678	31214980
NC_027117.1_pol_8	gb|CM141838.1|	54630071	54627711	minus	82.187	98	GCA_054855685.1_derv_pol	54627211	54630571
NC_001514.1_pol_6	gb|CM141838.1|	54630044	54627714	minus	75.256	97	GCA_054855685.1_smrv_pol	54627214	54630544
NC_027117.1_pol_8	gb|CM141838.1|	54813811	54811451	minus	82.524	98	GCA_054855685.1_derv_pol	54810951	54814311
NC_001514.1_pol_6	gb|CM141838.1|	54813784	54811454	minus	75.447	97	GCA_054855685.1_smrv_pol	54810954	54814284
NC_027117.1_pol_8	gb|CM141838.1|	55002173	55004533	plus	82.355	98	GCA_054855685.1_derv_pol	55001673	55005033
NC_001514.1_pol_6	gb|CM141838.1|	55002200	55004503	plus	75.452	97	GCA_054855685.1_smrv_pol	55001700	55005003
NC_027117.1_pol_8	gb|CM141841.1|	26948004	26950364	plus	82.566	98	GCA_054855685.1_derv_pol	26947504	26950864
