qseqid	sseqid	sstart	send	sstrand	pident	qcovs	source_file	adjusted_start	adjusted_end
NC_027117.1_pol_8	gb|CM076381.2|	10102864	10105278	plus	95.072	99	GCA_038363095.4_derv_pol	10102364	10105778
NC_001514.1_pol_6	gb|CM076381.2|	10102891	10105222	plus	75.277	97	GCA_038363095.4_smrv_pol	10102391	10105722
NC_027117.1_env_10	gb|CM076381.2|	10105313	10107082	plus	94.353	100	GCA_038363095.4_derv_env	10104813	10107582
NC_001514.1_env_11	gb|CM076381.2|	11512147	11511691	minus	75.817	82	GCA_038363095.4_smrv_env	11511191	11512647
NC_027117.1_env_10	gb|CM076381.2|	15450682	15452451	plus	96.499	100	GCA_038363095.4_derv_env	15450182	15452951
NC_001514.1_env_11	gb|CM076381.2|	45257637	45257190	minus	77.506	82	GCA_038363095.4_smrv_env	45256690	45258137
NC_027117.1_env_10	gb|CM076381.2|	65366232	65367223	plus	94.663	100	GCA_038363095.4_derv_env	65365732	65367723
NC_027117.1_env_10	gb|CM076381.2|	69910349	69909363	minus	93.656	100	GCA_038363095.4_derv_env	69908863	69910849
NC_001514.1_env_11	gb|CM076381.2|	70553688	70554150	plus	76.774	82	GCA_038363095.4_smrv_env	70553188	70554650
NC_027117.1_env_10	gb|CM076381.2|	77400916	77401841	plus	94.391	100	GCA_038363095.4_derv_env	77400416	77402341
NC_027117.1_env_10	gb|CM076381.2|	82734435	82733512	minus	94.703	100	GCA_038363095.4_derv_env	82733012	82734935
NC_001514.1_env_11	gb|CM076381.2|	86154938	86154491	minus	77.283	82	GCA_038363095.4_smrv_env	86153991	86155438
NC_027117.1_env_10	gb|CM076381.2|	86720061	86721048	plus	94.361	100	GCA_038363095.4_derv_env	86719561	86721548
NC_027117.1_env_10	gb|CM076381.2|	100955324	100956315	plus	94.562	100	GCA_038363095.4_derv_env	100954824	100956815
NC_027117.1_gag_4	gb|CM076381.2|	106167804	106166118	minus	93.065	100	GCA_038363095.4_derv_gag	106165618	106168304
NC_027117.1_gag_4	gb|CM076381.2|	107240565	107239188	minus	92.671	100	GCA_038363095.4_derv_gag	107238688	107241065
NC_001514.1_env_11	gb|CM076381.2|	109017960	109018418	plus	76.739	82	GCA_038363095.4_smrv_env	109017460	109018918
NC_001514.1_env_11	gb|CM076381.2|	111587399	111587839	plus	75.395	82	GCA_038363095.4_smrv_env	111586899	111588339
NC_027117.1_gag_4	gb|CM076381.2|	112613167	112615044	plus	92.922	100	GCA_038363095.4_derv_gag	112612667	112615544
NC_027117.1_complete	gb|CM076381.2|	112613167	112620946	plus	93.709	74	GCA_038363095.4_derv_complete	112612667	112621446
NC_027117.1_pol_8	gb|CM076381.2|	112616035	112618452	plus	94.706	99	GCA_038363095.4_derv_pol	112615535	112618952
NC_027117.1_env_10	gb|CM076381.2|	112618487	112620265	plus	93.933	100	GCA_038363095.4_derv_env	112617987	112620765
NC_027117.1_env_10	gb|CM076381.2|	118379575	118380555	plus	93.051	100	GCA_038363095.4_derv_env	118379075	118381055
NC_001514.1_env_11	gb|CM076381.2|	135090852	135091299	plus	76.837	82	GCA_038363095.4_smrv_env	135090352	135091799
NC_027117.1_env_10	gb|CM076381.2|	149018848	149017873	minus	93.253	100	GCA_038363095.4_derv_env	149017373	149019348
NC_027117.1_gag_4	gb|CM076381.2|	153273623	153275307	plus	92.417	100	GCA_038363095.4_derv_gag	153273123	153275807
NC_027117.1_env_10	gb|CM076381.2|	163561768	163562759	plus	94.663	100	GCA_038363095.4_derv_env	163561268	163563259
NC_027117.1_env_10	gb|CM076381.2|	163590037	163589046	minus	94.663	100	GCA_038363095.4_derv_env	163588546	163590537
NC_027117.1_complete	gb|CM076381.2|	180600423	180594649	minus	93.04	74	GCA_038363095.4_derv_complete	180594149	180600923
NC_027117.1_env_10	gb|CM076381.2|	180597099	180595330	minus	93.732	100	GCA_038363095.4_derv_env	180594830	180597599
NC_027117.1_pol_8	gb|CM076381.2|	180599524	180597134	minus	92.754	99	GCA_038363095.4_derv_pol	180596634	180600024
NC_027117.1_gag_4	gb|CM076381.2|	180602159	180600685	minus	93.022	100	GCA_038363095.4_derv_gag	180600185	180602659
NC_027117.1_gag_4	gb|CM076382.2|	39540	41697	plus	92.135	100	GCA_038363095.4_derv_gag	39040	42197
NC_027117.1_complete	gb|CM076382.2|	41959	47723	plus	93.055	82	GCA_038363095.4_derv_complete	41459	48223
NC_027117.1_pol_8	gb|CM076382.2|	42858	45248	plus	92.712	99	GCA_038363095.4_derv_pol	42358	45748
NC_027117.1_env_10	gb|CM076382.2|	45283	47052	plus	93.676	100	GCA_038363095.4_derv_env	44783	47552
NC_027117.1_gag_4	gb|CM076382.2|	882628	884786	plus	92.452	100	GCA_038363095.4_derv_gag	882128	885286
NC_027117.1_complete	gb|CM076382.2|	885048	890820	plus	92.985	82	GCA_038363095.4_derv_complete	884548	891320
NC_027117.1_pol_8	gb|CM076382.2|	885947	888337	plus	93.043	99	GCA_038363095.4_derv_pol	885447	888837
NC_027117.1_env_10	gb|CM076382.2|	888372	890137	plus	93.156	100	GCA_038363095.4_derv_env	887872	890637
NC_027117.1_env_10	gb|CM076382.2|	2676938	2677929	plus	94.159	100	GCA_038363095.4_derv_env	2676438	2678429
NC_027117.1_env_10	gb|CM076382.2|	26233322	26234313	plus	94.26	100	GCA_038363095.4_derv_env	26232822	26234813
NC_027117.1_env_10	gb|CM076382.2|	42872981	42873974	plus	94.774	100	GCA_038363095.4_derv_env	42872481	42874474
NC_001514.1_env_11	gb|CM076382.2|	53372539	53372091	minus	77.556	80	GCA_038363095.4_smrv_env	53371591	53373039
NC_027117.1_env_10	gb|CM076382.2|	57815268	57816259	plus	94.159	100	GCA_038363095.4_derv_env	57814768	57816759
NC_001514.1_env_11	gb|CM076382.2|	73449891	73449444	minus	77.06	80	GCA_038363095.4_smrv_env	73448944	73450391
NC_001514.1_env_11	gb|CM076382.2|	101882609	101883056	plus	76.837	80	GCA_038363095.4_smrv_env	101882109	101883556
NC_027117.1_gag_4	gb|CM076382.2|	121339022	121337316	minus	92.15	100	GCA_038363095.4_derv_gag	121336816	121339522
NC_027117.1_gag_4	gb|CM076382.2|	121473439	121471732	minus	92.213	100	GCA_038363095.4_derv_gag	121471232	121473939
NC_027117.1_gag_4	gb|CM076382.2|	121789639	121791345	plus	92.267	100	GCA_038363095.4_derv_gag	121789139	121791845
NC_027117.1_env_10	gb|CM076382.2|	129311919	129312957	plus	94.349	100	GCA_038363095.4_derv_env	129311419	129313457
NC_001514.1_env_11	gb|CM076382.2|	129327062	129327509	plus	76.837	80	GCA_038363095.4_smrv_env	129326562	129328009
NC_001514.1_env_11	gb|CM076382.2|	133628787	133628333	minus	76.754	80	GCA_038363095.4_smrv_env	133627833	133629287
NC_027117.1_gag_4	gb|CM076382.2|	134876035	134877702	plus	92.759	100	GCA_038363095.4_derv_gag	134875535	134878202
NC_027117.1_env_10	gb|CM076382.2|	136798169	136799160	plus	94.663	100	GCA_038363095.4_derv_env	136797669	136799660
NC_027117.1_env_10	gb|CM076382.2|	137256121	137257111	plus	94.562	100	GCA_038363095.4_derv_env	137255621	137257611
NC_027117.1_complete	gb|CM076382.2|	138198322	138204383	plus	93.68	82	GCA_038363095.4_derv_complete	138197822	138204883
NC_027117.1_gag_4	gb|CM076382.2|	138198860	138201037	plus	93.507	100	GCA_038363095.4_derv_gag	138198360	138201537
NC_001514.1_complete	gb|CM076382.2|	138199965	138204381	plus	74.403	50	GCA_038363095.4_smrv_complete	138199465	138204881
NC_027117.1_pol_8	gb|CM076382.2|	138202029	138204383	plus	94.951	99	GCA_038363095.4_derv_pol	138201529	138204883
NC_001514.1_pol_6	gb|CM076382.2|	138202056	138204381	plus	75.372	97	GCA_038363095.4_smrv_pol	138201556	138204881
NC_027117.1_gag_4	gb|CM076382.2|	144943124	144944819	plus	91.916	100	GCA_038363095.4_derv_gag	144942624	144945319
NC_027117.1_gag_4	gb|CM076382.2|	149361122	149359977	minus	92.857	100	GCA_038363095.4_derv_gag	149359477	149361622
NC_001514.1_env_11	gb|CM076382.2|	149721891	149722330	plus	77.602	80	GCA_038363095.4_smrv_env	149721391	149722830
NC_027117.1_env_10	gb|CM076382.2|	163833137	163832146	minus	94.461	100	GCA_038363095.4_derv_env	163831646	163833637
NC_027117.1_gag_4	gb|CM076383.2|	504600	506074	plus	93.559	100	GCA_038363095.4_derv_gag	504100	506574
NC_027117.1_complete	gb|CM076383.2|	506336	512110	plus	93.023	55	GCA_038363095.4_derv_complete	505836	512610
NC_027117.1_pol_8	gb|CM076383.2|	507235	509625	plus	92.836	99	GCA_038363095.4_derv_pol	506735	510125
NC_027117.1_env_10	gb|CM076383.2|	509660	511429	plus	93.619	100	GCA_038363095.4_derv_env	509160	511929
NC_027117.1_gag_4	gb|CM076383.2|	573400	574874	plus	93.559	100	GCA_038363095.4_derv_gag	572900	575374
NC_027117.1_complete	gb|CM076383.2|	575136	580910	plus	93.006	55	GCA_038363095.4_derv_complete	574636	581410
NC_027117.1_pol_8	gb|CM076383.2|	576035	578425	plus	92.795	99	GCA_038363095.4_derv_pol	575535	578925
NC_027117.1_env_10	gb|CM076383.2|	578460	580229	plus	93.619	100	GCA_038363095.4_derv_env	577960	580729
NC_027117.1_gag_4	gb|CM076383.2|	1132666	1134140	plus	93.424	100	GCA_038363095.4_derv_gag	1132166	1134640
NC_027117.1_complete	gb|CM076383.2|	1134402	1140173	plus	93.002	55	GCA_038363095.4_derv_complete	1133902	1140673
NC_027117.1_pol_8	gb|CM076383.2|	1135301	1137690	plus	93.043	99	GCA_038363095.4_derv_pol	1134801	1138190
NC_027117.1_env_10	gb|CM076383.2|	1137725	1139490	plus	93.382	100	GCA_038363095.4_derv_env	1137225	1139990
NC_001514.1_env_11	gb|CM076383.2|	1282959	1283288	plus	80.303	82	GCA_038363095.4_smrv_env	1282459	1283788
NC_027117.1_env_10	gb|CM076383.2|	6464766	6465757	plus	94.965	100	GCA_038363095.4_derv_env	6464266	6466257
NC_027117.1_env_10	gb|CM076383.2|	22422709	22423700	plus	94.663	100	GCA_038363095.4_derv_env	22422209	22424200
NC_027117.1_gag_4	gb|CM076383.2|	31209436	31208059	minus	92.816	100	GCA_038363095.4_derv_gag	31207559	31209936
NC_001514.1_env_11	gb|CM076383.2|	31566317	31565870	minus	77.06	82	GCA_038363095.4_smrv_env	31565370	31566817
NC_027117.1_pol_8	gb|CM076383.2|	65475990	65478346	plus	80.779	99	GCA_038363095.4_derv_pol	65475490	65478846
NC_027117.1_env_10	gb|CM076383.2|	79473098	79472002	minus	82.31	100	GCA_038363095.4_derv_env	79471502	79473598
NC_001514.1_env_11	gb|CM076383.2|	97005158	97004719	minus	77.098	82	GCA_038363095.4_smrv_env	97004219	97005658
NC_001514.1_env_11	gb|CM076383.2|	100047551	100047097	minus	77.632	82	GCA_038363095.4_smrv_env	100046597	100048051
NC_027117.1_env_10	gb|CM076383.2|	129409043	129410031	plus	94.159	100	GCA_038363095.4_derv_env	129408543	129410531
NC_027117.1_env_10	gb|CM076383.2|	141571103	141570122	minus	94.361	100	GCA_038363095.4_derv_env	141569622	141571603
NC_027117.1_gag_4	gb|CM076383.2|	149968569	149966891	minus	92.942	100	GCA_038363095.4_derv_gag	149966391	149969069
NC_027117.1_gag_4	gb|CM076383.2|	149978545	149976867	minus	92.942	100	GCA_038363095.4_derv_gag	149976367	149979045
NC_027117.1_gag_4	gb|CM076383.2|	150007386	150005708	minus	92.883	100	GCA_038363095.4_derv_gag	150005208	150007886
NC_027117.1_gag_4	gb|CM076384.2|	514506	515980	plus	93.356	100	GCA_038363095.4_derv_gag	514006	516480
NC_027117.1_complete	gb|CM076384.2|	516242	522008	plus	92.968	82	GCA_038363095.4_derv_complete	515742	522508
NC_027117.1_pol_8	gb|CM076384.2|	517141	519531	plus	92.961	99	GCA_038363095.4_derv_pol	516641	520031
NC_027117.1_env_10	gb|CM076384.2|	519566	521325	plus	93.156	100	GCA_038363095.4_derv_env	519066	521825
NC_027117.1_env_10	gb|CM076384.2|	25956610	25955692	minus	93.514	100	GCA_038363095.4_derv_env	25955192	25957110
NC_027117.1_env_10	gb|CM076384.2|	31163870	31162879	minus	94.461	100	GCA_038363095.4_derv_env	31162379	31164370
NC_027117.1_env_10	gb|CM076384.2|	60232096	60231105	minus	94.763	100	GCA_038363095.4_derv_env	60230605	60232596
NC_001514.1_env_11	gb|CM076384.2|	68900888	68900441	minus	76.837	79	GCA_038363095.4_smrv_env	68899941	68901388
NC_027117.1_env_10	gb|CM076384.2|	72011161	72012152	plus	94.361	100	GCA_038363095.4_derv_env	72010661	72012652
NC_001514.1_env_11	gb|CM076384.2|	82768271	82768717	plus	76.837	79	GCA_038363095.4_smrv_env	82767771	82769217
NC_027117.1_pol_8	gb|CM076384.2|	87453338	87450982	minus	94.951	99	GCA_038363095.4_derv_pol	87450482	87453838
NC_027117.1_complete	gb|CM076384.2|	87457049	87450982	minus	93.566	82	GCA_038363095.4_derv_complete	87450482	87457549
NC_027117.1_gag_4	gb|CM076384.2|	87456512	87454330	minus	93.324	100	GCA_038363095.4_derv_gag	87453830	87457012
NC_027117.1_env_10	gb|CM076384.2|	130331824	130332815	plus	94.763	100	GCA_038363095.4_derv_env	130331324	130333315
NC_027117.1_gag_4	gb|CM076384.2|	140656120	140657499	plus	91.739	100	GCA_038363095.4_derv_gag	140655620	140657999
NC_001514.1_env_11	gb|CM076385.2|	27953466	27953906	plus	76.837	82	GCA_038363095.4_smrv_env	27952966	27954406
NC_027117.1_gag_4	gb|CM076385.2|	36746503	36744821	minus	93.298	77	GCA_038363095.4_derv_gag	36744321	36747003
NC_027117.1_gag_4	gb|CM076385.2|	46805579	46804205	minus	91.292	77	GCA_038363095.4_derv_gag	46803705	46806079
NC_027117.1_env_10	gb|CM076385.2|	58685589	58686580	plus	94.864	56	GCA_038363095.4_derv_env	58685089	58687080
NC_001514.1_env_11	gb|CM076385.2|	58688809	58689250	plus	77.652	82	GCA_038363095.4_smrv_env	58688309	58689750
NC_027117.1_env_10	gb|CM076385.2|	76830628	76831610	plus	93.857	56	GCA_038363095.4_derv_env	76830128	76832110
NC_001514.1_env_11	gb|CM076385.2|	84601741	84602180	plus	77.098	82	GCA_038363095.4_smrv_env	84601241	84602680
NC_001514.1_env_11	gb|CM076385.2|	109281166	109281623	plus	76.688	82	GCA_038363095.4_smrv_env	109280666	109282123
NC_001514.1_env_11	gb|CM076385.2|	127920015	127920462	plus	77.111	82	GCA_038363095.4_smrv_env	127919515	127920962
NC_027117.1_gag_4	gb|CM076385.2|	145663973	145665120	plus	93.293	77	GCA_038363095.4_derv_gag	145663473	145665620
NC_027117.1_gag_4	gb|CM076386.2|	10552750	10551068	minus	92.764	77	GCA_038363095.4_derv_gag	10550568	10553250
NC_001514.1_env_11	gb|CM076386.2|	14427155	14426712	minus	76.629	79	GCA_038363095.4_smrv_env	14426212	14427655
NC_001514.1_env_11	gb|CM076386.2|	14867015	14866568	minus	77.506	79	GCA_038363095.4_smrv_env	14866068	14867515
NC_027117.1_env_10	gb|CM076386.2|	30034486	30033567	minus	94.703	56	GCA_038363095.4_derv_env	30033067	30034986
NC_027117.1_gag_4	gb|CM076386.2|	33529941	33531623	plus	92.467	77	GCA_038363095.4_derv_gag	33529441	33532123
NC_027117.1_env_10	gb|CM076386.2|	39968875	39969872	plus	93.806	56	GCA_038363095.4_derv_env	39968375	39970372
NC_027117.1_env_10	gb|CM076386.2|	56077307	56076316	minus	95.368	56	GCA_038363095.4_derv_env	56075816	56077807
NC_027117.1_env_10	gb|CM076386.2|	64705532	64706455	plus	94.378	56	GCA_038363095.4_derv_env	64705032	64706955
NC_027117.1_env_10	gb|CM076386.2|	68413024	68412033	minus	94.159	56	GCA_038363095.4_derv_env	68411533	68413524
NC_001514.1_env_11	gb|CM076386.2|	69528868	69528421	minus	77.06	79	GCA_038363095.4_smrv_env	69527921	69529368
NC_001514.1_env_11	gb|CM076386.2|	72252876	72253322	plus	77.728	79	GCA_038363095.4_smrv_env	72252376	72253822
NC_001514.1_env_11	gb|CM076386.2|	84689318	84689618	plus	78.738	79	GCA_038363095.4_smrv_env	84688818	84690118
NC_027117.1_env_10	gb|CM076386.2|	92645211	92646202	plus	94.26	56	GCA_038363095.4_derv_env	92644711	92646702
NC_027117.1_gag_4	gb|CM076387.2|	483855	485329	plus	93.288	86	GCA_038363095.4_derv_gag	483355	485829
NC_027117.1_complete	gb|CM076387.2|	485591	491364	plus	93.09	74	GCA_038363095.4_derv_complete	485091	491864
NC_027117.1_pol_8	gb|CM076387.2|	486490	488880	plus	93.251	99	GCA_038363095.4_derv_pol	485990	489380
NC_027117.1_env_10	gb|CM076387.2|	488916	490681	plus	93.495	100	GCA_038363095.4_derv_env	488416	491181
NC_001514.1_env_11	gb|CM076387.2|	61862834	61863281	plus	77.283	79	GCA_038363095.4_smrv_env	61862334	61863781
NC_001514.1_env_11	gb|CM076387.2|	63766836	63767278	plus	77.477	79	GCA_038363095.4_smrv_env	63766336	63767778
NC_027117.1_gag_4	gb|CM076387.2|	72042063	72043928	plus	90.736	86	GCA_038363095.4_derv_gag	72041563	72044428
NC_027117.1_complete	gb|CM076387.2|	72042063	72049822	plus	93.541	74	GCA_038363095.4_derv_complete	72041563	72050322
NC_027117.1_pol_8	gb|CM076387.2|	72044920	72047334	plus	95.155	99	GCA_038363095.4_derv_pol	72044420	72047834
NC_027117.1_env_10	gb|CM076387.2|	72047369	72049138	plus	94.41	100	GCA_038363095.4_derv_env	72046869	72049638
NC_027117.1_env_10	gb|CM076387.2|	75327095	75326104	minus	94.763	100	GCA_038363095.4_derv_env	75325604	75327595
NC_001514.1_env_11	gb|CM076387.2|	91475783	91476222	plus	76.749	79	GCA_038363095.4_smrv_env	91475283	91476722
NC_027117.1_env_10	gb|CM076387.2|	91534694	91535685	plus	94.562	100	GCA_038363095.4_derv_env	91534194	91536185
NC_001514.1_env_11	gb|CM076387.2|	92700411	92699965	minus	77.06	79	GCA_038363095.4_smrv_env	92699465	92700911
NC_001514.1_env_11	gb|CM076387.2|	106507609	106507163	minus	76.392	79	GCA_038363095.4_smrv_env	106506663	106508109
NC_027117.1_complete	gb|CM076388.2|	3628384	3620607	minus	93.756	74	GCA_038363095.4_derv_complete	3620107	3628884
NC_027117.1_env_10	gb|CM076388.2|	3623059	3621290	minus	94.692	100	GCA_038363095.4_derv_env	3620790	3623559
NC_027117.1_pol_8	gb|CM076388.2|	3625508	3623094	minus	95.072	99	GCA_038363095.4_derv_pol	3622594	3626008
NC_001514.1_pol_6	gb|CM076388.2|	3625481	3623150	minus	75.447	97	GCA_038363095.4_smrv_pol	3622650	3625981
NC_001514.1_complete	gb|CM076388.2|	3627581	3623150	minus	74.643	50	GCA_038363095.4_smrv_complete	3622650	3628081
NC_027117.1_gag_4	gb|CM076388.2|	3628384	3626500	minus	91.569	100	GCA_038363095.4_derv_gag	3626000	3628884
NC_027117.1_gag_4	gb|CM076388.2|	33106399	33104717	minus	92.586	100	GCA_038363095.4_derv_gag	33104217	33106899
NC_027117.1_gag_4	gb|CM076388.2|	40510513	40509367	minus	92.596	100	GCA_038363095.4_derv_gag	40508867	40511013
NC_001514.1_env_11	gb|CM076388.2|	54913936	54914399	plus	77.039	82	GCA_038363095.4_smrv_env	54913436	54914899
NC_027117.1_gag_4	gb|CM076388.2|	57020406	57021784	plus	92.386	100	GCA_038363095.4_derv_gag	57019906	57022284
NC_027117.1_gag_4	gb|CM076388.2|	93528589	93526907	minus	92.586	100	GCA_038363095.4_derv_gag	93526407	93529089
NC_027117.1_env_10	gb|CM076388.2|	104775705	104774718	minus	94.159	100	GCA_038363095.4_derv_env	104774218	104776205
NC_027117.1_env_10	gb|CM076389.2|	21489882	21488959	minus	94.378	56	GCA_038363095.4_derv_env	21488459	21490382
NC_027117.1_env_10	gb|CM076389.2|	31227191	31228182	plus	94.965	56	GCA_038363095.4_derv_env	31226691	31228682
NC_027117.1_env_10	gb|CM076389.2|	32523991	32524988	plus	94.294	56	GCA_038363095.4_derv_env	32523491	32525488
NC_001514.1_env_11	gb|CM076389.2|	32641358	32641799	plus	77.201	79	GCA_038363095.4_smrv_env	32640858	32642299
NC_001514.1_env_8	gb|CM076389.2|	32736422	32737348	plus	73.056	54	GCA_038363095.4_smrv_env	32735922	32737848
NC_001514.1_env_11	gb|CM076389.2|	32736907	32737348	plus	76.975	79	GCA_038363095.4_smrv_env	32736407	32737848
NC_027117.1_env_10	gb|CM076389.2|	44619217	44620209	plus	94.97	56	GCA_038363095.4_derv_env	44618717	44620709
NC_027117.1_env_10	gb|CM076389.2|	49854527	49853538	minus	94.965	56	GCA_038363095.4_derv_env	49853038	49855027
NC_001514.1_env_11	gb|CM076389.2|	66706975	66707416	plus	77.027	79	GCA_038363095.4_smrv_env	66706475	66707916
NC_001514.1_env_11	gb|CM076389.2|	67251762	67251315	minus	76.615	79	GCA_038363095.4_smrv_env	67250815	67252262
NC_027117.1_gag_4	gb|CM076389.2|	67289615	67291296	plus	92.467	77	GCA_038363095.4_derv_gag	67289115	67291796
NC_027117.1_env_10	gb|CM076389.2|	75297251	75298242	plus	94.159	56	GCA_038363095.4_derv_env	75296751	75298742
NC_001514.1_env_11	gb|CM076389.2|	89053685	89053238	minus	77.283	79	GCA_038363095.4_smrv_env	89052738	89054185
NC_027117.1_gag_4	gb|CM076390.2|	12373924	12372244	minus	93.183	77	GCA_038363095.4_derv_gag	12371744	12374424
NC_001514.1_env_11	gb|CM076390.2|	40441634	40441185	minus	76.275	79	GCA_038363095.4_smrv_env	40440685	40442134
NC_001514.1_env_11	gb|CM076390.2|	49193882	49194322	plus	77.652	79	GCA_038363095.4_smrv_env	49193382	49194822
NC_027117.1_complete	gb|CM076391.2|	292340	300955	plus	92.741	82	GCA_038363095.4_derv_complete	291840	301455
NC_027117.1_gag_4	gb|CM076391.2|	292881	295067	plus	91.742	100	GCA_038363095.4_derv_gag	292381	295567
NC_027117.1_pol_8	gb|CM076391.2|	296059	298477	plus	94.254	99	GCA_038363095.4_derv_pol	295559	298977
NC_027117.1_env_10	gb|CM076391.2|	298512	300281	plus	94.41	100	GCA_038363095.4_derv_env	298012	300781
NC_027117.1_pol_8	gb|CM076391.2|	6379340	6376992	minus	80.178	99	GCA_038363095.4_derv_pol	6376492	6379840
NC_001514.1_env_11	gb|CM076391.2|	19649578	19650019	plus	76.802	82	GCA_038363095.4_smrv_env	19649078	19650519
NC_001514.1_env_11	gb|CM076391.2|	25997378	25997833	plus	77.039	82	GCA_038363095.4_smrv_env	25996878	25998333
NC_001514.1_env_11	gb|CM076391.2|	26227031	26226584	minus	76.116	82	GCA_038363095.4_smrv_env	26226084	26227531
NC_027117.1_gag_4	gb|CM076391.2|	45380370	45382052	plus	93.242	100	GCA_038363095.4_derv_gag	45379870	45382552
NC_027117.1_gag_4	gb|CM076392.3|	18136059	18137741	plus	93.179	77	GCA_038363095.4_derv_gag	18135559	18138241
NC_027117.1_env_10	gb|CM076392.3|	31893266	31892343	minus	94.054	56	GCA_038363095.4_derv_env	31891843	31893766
NC_027117.1_env_10	gb|CM076392.3|	36490506	36491497	plus	94.361	56	GCA_038363095.4_derv_env	36490006	36491997
NC_027117.1_gag_4	gb|CM076392.3|	41968931	41967249	minus	92.764	77	GCA_038363095.4_derv_gag	41966749	41969431
NC_001514.1_env_11	gb|CM076392.3|	55407767	55407320	minus	76.837	82	GCA_038363095.4_smrv_env	55406820	55408267
NC_001514.1_env_11	gb|CM076392.3|	93411099	93410652	minus	77.384	82	GCA_038363095.4_smrv_env	93410152	93411599
NC_001514.1_env_11	gb|CM076392.3|	104056777	104056330	minus	76.444	82	GCA_038363095.4_smrv_env	104055830	104057277
NC_001514.1_env_8	gb|CM076392.3|	116391984	116393079	plus	72.498	63	GCA_038363095.4_smrv_env	116391484	116393579
NC_001514.1_env_11	gb|CM076392.3|	116392616	116393079	plus	76.231	82	GCA_038363095.4_smrv_env	116392116	116393579
NC_027117.1_gag_4	gb|CM076392.3|	118066204	118067886	plus	93.12	77	GCA_038363095.4_derv_gag	118065704	118068386
NC_027117.1_env_10	gb|CM076392.3|	122260668	122259677	minus	94.663	56	GCA_038363095.4_derv_env	122259177	122261168
NC_027117.1_gag_4	gb|CM076392.3|	126765507	126764130	minus	91.945	77	GCA_038363095.4_derv_gag	126763630	126766007
NC_027117.1_gag_4	gb|CM076394.3|	18341426	18339743	minus	92.705	100	GCA_038363095.4_derv_gag	18339243	18341926
NC_027117.1_env_10	gb|CM076394.3|	18433801	18432810	minus	95.569	56	GCA_038363095.4_derv_env	18432310	18434301
NC_001514.1_env_11	gb|CM076394.3|	29109634	29110076	plus	77.252	78	GCA_038363095.4_smrv_env	29109134	29110576
NC_027117.1_complete	gb|CM076394.3|	31546194	31552265	plus	93.469	58	GCA_038363095.4_derv_complete	31545694	31552765
NC_027117.1_gag_4	gb|CM076394.3|	31546734	31548917	plus	92.958	100	GCA_038363095.4_derv_gag	31546234	31549417
NC_027117.1_pol_8	gb|CM076394.3|	31549909	31552265	plus	95.078	97	GCA_038363095.4_derv_pol	31549409	31552765
NC_001514.1_env_11	gb|CM076417.1|	11911550	11911991	plus	77.878	79	GCA_038363225.1_smrv_env	11911050	11912491
NC_027117.1_env_10	gb|CM076417.1|	21347353	21348344	plus	94.562	56	GCA_038363225.1_derv_env	21346853	21348844
NC_027117.1_env_10	gb|CM076417.1|	41058735	41057744	minus	94.26	56	GCA_038363225.1_derv_env	41057244	41059235
NC_027117.1_env_10	gb|CM076417.1|	71492131	71491140	minus	94.562	56	GCA_038363225.1_derv_env	71490640	71492631
NC_027117.1_env_10	gb|CM076417.1|	91240016	91241007	plus	94.159	56	GCA_038363225.1_derv_env	91239516	91241507
NC_027117.1_LTR_12	gb|CM076417.1|	92148008	92147161	minus	88.38	55	GCA_038363225.1_derv_ltr	92146661	92148508
NC_027117.1_LTR_1	gb|CM076417.1|	92148966	92148580	minus	93.095	100	GCA_038363225.1_derv_ltr	92148080	92149466
NC_001514.1_env_11	gb|CM076417.1|	98847165	98847606	plus	76.975	79	GCA_038363225.1_smrv_env	98846665	98848106
NC_027117.1_gag_4	gb|CM076417.1|	121293385	121291703	minus	92.764	77	GCA_038363225.1_derv_gag	121291203	121293885
NC_001514.1_env_11	gb|CM076417.1|	146228949	146228503	minus	77.06	79	GCA_038363225.1_smrv_env	146228003	146229449
NC_001514.1_env_11	gb|CM076417.1|	150759848	150759401	minus	76.837	79	GCA_038363225.1_smrv_env	150758901	150760348
NC_027117.1_env_10	gb|CM076417.1|	157478978	157477987	minus	94.663	56	GCA_038363225.1_derv_env	157477487	157479478
NC_027117.1_env_10	gb|CM076417.1|	159686826	159687820	plus	94.88	56	GCA_038363225.1_derv_env	159686326	159688320
NC_001514.1_env_11	gb|CM076417.1|	164063847	164064288	plus	76.18	79	GCA_038363225.1_smrv_env	164063347	164064788
NC_001514.1_env_11	gb|CM076417.1|	224884399	224883960	minus	76.364	79	GCA_038363225.1_smrv_env	224883460	224884899
NC_001514.1_env_11	gb|CM076418.1|	4270640	4271079	plus	77.324	80	GCA_038363225.1_smrv_env	4270140	4271579
NC_001514.1_env_11	gb|CM076418.1|	4619091	4618647	minus	77.506	80	GCA_038363225.1_smrv_env	4618147	4619591
NC_001514.1_env_11	gb|CM076418.1|	41250124	41249675	minus	76.718	80	GCA_038363225.1_smrv_env	41249175	41250624
NC_027117.1_env_10	gb|CM076418.1|	68332778	68331787	minus	94.965	56	GCA_038363225.1_derv_env	68331287	68333278
NC_001514.1_env_11	gb|CM076418.1|	71368011	71367564	minus	77.506	80	GCA_038363225.1_smrv_env	71367064	71368511
